,航班日期,航班号,起飞时间,降落时间,机号,机型,大机型,PF工号,PF机队名称,执飞单位名称,起飞机场三字码,起飞机场四字码,降落机场三字码,降落机场四字码,降落metar报文,降落跑道,年份,降落时间_小时,机场经度,机场纬度,降落机场名称,起飞机场经度,起飞机场纬度,PF技术等级,风险等级
73493,2024-07-25,2179,2024-07-25 13:41:00,2024-07-25 15:22:00,B-1865,A320,A320,0x1059,166.0队,I,YNT,ZSYT,YNJ,ZYYJ,"例行天气报告：延吉(ZYYJ, YNJ)机场；北京时间2024-07-25 16:00；120度的风3米/秒，风向在90度至150度间变化；能见度高于10公里；微量的积雨云，云底高3000英尺(900米)、少云，云底高3300英尺(990米)；气温为28℃，露点温度为22℃；修正海压为1005百帕；天气没有明显变化。",9,2024,15.0,129.451004028,42.8828010559,Yanji Chaoyangchuan Airport,120.978124,37.659724,教员,低风险
75110,2024-07-25,6462,2024-07-25 20:37:00,2024-07-25 22:53:00,B-303E,A320-NEO,A320,0x105E,92.0队,B,HFE,ZSOF,CGQ,ZYCC,"例行天气报告：长春(ZYCC, CGQ)机场；北京时间2024-07-26 00:00；190度的风4米/秒，风向在160度至220度间变化；能见度高于10公里；少云，云底高3000英尺(900米)；气温为24℃，露点温度为23℃；修正海压为1005百帕；天气没有明显变化。",24,2024,22.0,125.684998,43.996201,Changchun Longjia International Airport,116.9769,31.98779,机长,低风险
76702,2024-07-23,2310,2024-07-23 17:47:00,2024-07-23 20:23:00,B-6428,A319,A320,0x1061,122.0队,C,XNN,ZLXN,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-23 21:00；150度的风5米/秒；天空状况良好；气温为29℃，露点温度为26℃；修正海压为1002百帕；天气没有明显变化。",17R,2024,20.0,121.805,31.1434,Shanghai Pudong International Airport,102.040062,36.530093,教员,低风险
76703,2024-07-23,2309,2024-07-23 22:16:00,2024-07-24 01:01:00,B-6428,A319,A320,0x1061,122.0队,C,PVG,ZSPD,XNN,ZLXN,"例行天气报告：西宁(ZLXN, XNN)机场；北京时间2024-07-24 02:00；风向不定的风1米/秒；能见度7000米；少云，云底高4000英尺(1200米)、多云，云底高10000英尺(3000米)；气温为16℃，露点温度为15℃；修正海压为1016百帕；天气没有明显变化。",29,2024,1.0,102.040062,36.530093,Xining Caojiabao International Airport,121.805,31.1434,教员,低风险
76704,2024-07-24,2350,2024-07-25 01:22:00,2024-07-25 02:24:00,B-323Y,A320-NEO,A320,0x1061,122.0队,C,XNN,ZLXN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 03:00；190度的风4米/秒；天空状况良好；气温为24℃，露点温度为22℃；修正海压为1001百帕；天气没有明显变化。",23R,2024,2.0,108.751999,34.447102,Xi'an Xianyang International Airport,102.040062,36.530093,教员,低风险
78062,2024-07-23,6541,2024-07-23 09:09:00,2024-07-23 11:55:00,B-325U,A320-NEO,A320,0x1063,3.0队,E,HGH,ZSHC,JHG,ZPJH,"例行天气报告：西双版纳(ZPJH, JHG)机场；北京时间2024-07-23 13:00；290度的风5米/秒，风向在200度至330度间变化；能见度高于10公里；微量的云，云底高2300英尺(690米)、少云，云底高5000英尺(1500米)；气温为32℃，露点温度为22℃；修正海压为1004百帕；天气没有明显变化。",16,2024,11.0,100.762224,21.974648,Xishuangbanna Gasa International Airport,120.428865,30.23609,教员,低风险
78063,2024-07-23,6542,2024-07-23 13:17:00,2024-07-23 16:20:00,B-325U,A320-NEO,A320,0x1063,3.0队,E,JHG,ZPJH,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-23 17:00；70度的风4米/秒；天空状况良好；气温为38℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",6,2024,16.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,100.762224,21.974648,教员,低风险
78064,2024-07-23,6541,2024-07-24 09:01:00,2024-07-24 11:47:00,B-32C7,A320-NEO,A320,0x1063,3.0队,E,HGH,ZSHC,JHG,ZPJH,"特选天气报告：西双版纳(ZPJH, JHG)机场；北京时间2024-07-24 12:36；风向不定的风2米/秒；能见度高于10公里；少云，云底高2300英尺(690米)；气温为33℃，露点温度为23℃；修正海压为1000百帕；天气没有明显变化。",16,2024,11.0,100.762224,21.974648,Xishuangbanna Gasa International Airport,120.428865,30.23609,教员,低风险
78065,2024-07-24,6542,2024-07-24 13:05:00,2024-07-24 16:03:00,B-32C7,A320-NEO,A320,0x1063,3.0队,E,JHG,ZPJH,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-24 17:00；70度的风9米/秒；能见度高于10公里；少云，云底高2000英尺(600米)；气温为34℃，露点温度为27℃；修正海压为997百帕；天气没有明显变化。",6,2024,16.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,100.762224,21.974648,教员,低风险
79269,2024-07-23,2899,2024-07-23 23:07:00,2024-07-24 00:40:00,B-6332,A321,A320,0x1066,4.0队,F,NKG,ZSNJ,KWL,ZGKL,"例行天气报告：桂林(ZGKL, KWL)机场；北京时间2024-07-24 02:00；静风；天空状况良好；气温为27℃，露点温度为25℃；修正海压为999百帕；天气没有明显变化。",19,2024,0.0,110.039553,25.219828,Guilin Liangjiang International Airport,118.865949,31.735032,机长,低风险
79270,2024-07-23,2900,2024-07-24 01:32:00,2024-07-24 03:15:00,B-6332,A321,A320,0x1066,4.0队,F,KWL,ZGKL,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-24 04:00；60度的风2米/秒；天空状况良好；气温为29℃，露点温度为29℃；修正海压为998百帕；天气没有明显变化。",25,2024,3.0,118.865949,31.735032,Nanjing Lukou International Airport,110.039553,25.219828,机长,低风险
79271,2024-07-24,9767,2024-07-24 19:03:00,2024-07-24 20:49:00,B-6457,A319,A320,0x1066,4.0队,F,NKG,ZSNJ,CAN,ZGGG,,20L,2024,20.0,113.299004,23.392401,Guangzhou Baiyun International Airport,118.865949,31.735032,机长,高风险
79272,2024-07-24,9768,2024-07-24 23:07:00,2024-07-25 00:47:00,B-6457,A319,A320,0x1066,4.0队,F,CAN,ZGGG,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 02:00；100度的风4米/秒；天空状况良好；气温为30℃，露点温度为28℃；修正海压为997百帕；天气没有明显变化。",7,2024,0.0,118.865949,31.735032,Nanjing Lukou International Airport,113.299004,23.392401,机长,低风险
81001,2024-07-25,5537,2024-07-26 07:43:00,2024-07-26 09:04:00,B-8568,A321,A320,0x1068,68.0队,A,TAO,ZSQD,HGH,ZSHC,"例行天气报告：杭州(ZSHC, HGH)机场；北京时间2024-07-26 10:00；90度的风5米/秒；能见度高于10公里；小阵雨；微量的云，云底高800英尺(240米)、多云，云底高3000英尺(900米)、微量的积雨云，云底高4000英尺(1200米)；气温为27℃，露点温度为26℃；修正海压为996百帕；到26日03时UTC结束，天气逐渐转变到大阵雨。",6,2024,9.0,120.428865,30.23609,Hangzhou Xiaoshan International Airport,120.088171,36.361953,机长,低风险
82749,2024-07-24,9944,2024-07-24 22:01:00,2024-07-25 01:27:00,B-32DK,A320-NEO,A320,0x1069,124.0队,C,HTN,ZWTN,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-25 02:00；200度的风2米/秒；天空状况良好；气温为24℃，露点温度为22℃；修正海压为1002百帕；天气没有明显变化。",23R,2024,1.0,108.751999,34.447102,Xi'an Xianyang International Airport,79.86489868164060,37.03850173950200,教员,低风险
84309,2024-07-23,6813,2024-07-23 22:16:00,2024-07-24 00:45:00,B-322J,A320-NEO,A320,0x106A,2.0队,D,SHA,ZSSS,LHW,ZLLL,"例行天气报告：兰州(ZLLL, LHW)机场；北京时间2024-07-24 02:00；300度的风3米/秒；天空状况良好；气温为18℃，露点温度为12℃；修正海压为1015百帕；天气没有明显变化。",36,2024,0.0,103.620003,36.515202,Lanzhou Zhongchuan International Airport,121.33426,31.198104,机长,低风险
85183,2024-07-23,6374,2024-07-24 00:05:00,2024-07-24 01:31:00,B-8276,A320,A320,0x106C,179.0队,L,CSX,ZGHA,TFU,ZUTF,"例行天气报告：天府(ZUTF, TFU)机场；北京时间2024-07-24 02:30；30度的风4米/秒；天空状况良好；气温为28℃，露点温度为26℃；修正海压为996百帕；天气没有明显变化。",2,2024,1.0,104.441284,30.31252,Chengdu Tianfu International Airport,113.220001,28.189199,机长,低风险
89849,2024-07-23,7705,2024-07-23 08:15:00,2024-07-23 09:42:00,B-8387,A320,A320,0x1073,56.0队,F,NKG,ZSNJ,YNT,ZSYT,"例行天气报告：烟台(ZSYT, YNT)机场；北京时间2024-07-23 11:00；200度的风6米/秒，风向在170度至230度间变化；天空状况良好；气温为31℃，露点温度为24℃；修正海压为1000百帕；天气没有明显变化。",23,2024,9.0,120.978124,37.659724,Yantai Penglai International Airport,118.865949,31.735032,机长,中风险
89850,2024-07-23,2987,2024-07-23 17:47:00,2024-07-23 19:42:00,B-6803,A320,A320,0x1073,56.0队,F,NKG,ZSNJ,ZUH,ZGSD,"例行天气报告：珠海金湾(ZGSD, ZUH)机场；北京时间2024-07-23 21:00；230度的风4米/秒；天空状况良好；气温为29℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",23,2024,19.0,113.375999,22.006399,Zhuhai Jinwan Airport,118.865949,31.735032,机长,低风险
89851,2024-07-25,2973,2024-07-25 18:53:00,2024-07-25 21:43:00,B-8562,A321,A320,0x1073,56.0队,F,NKG,ZSNJ,HLD,ZBLA,,,2024,21.0,119.824997,49.205002,Hulunbuir Hailar Airport,118.865949,31.735032,机长,高风险
89852,2024-07-25,2974,2024-07-25 22:44:00,2024-07-26 01:50:00,B-8562,A321,A320,0x1073,56.0队,F,HLD,ZBLA,NKG,ZSNJ,,,2024,1.0,118.865949,31.735032,Nanjing Lukou International Airport,119.824997,49.205002,机长,高风险
93900,2024-07-24,6227,2024-07-24 10:50:00,2024-07-24 13:05:00,B-324Z,A320-NEO,A320,0x107D,13.0队,I,PVG,ZSPD,NBS,ZYBS,"例行天气报告：长白山(ZYBS, NBS)机场；北京时间2024-07-24 14:00；220度的风2米/秒，风向在190度至260度间变化；能见度高于10公里；多云，云底高2300英尺(690米)、微量的浓积云，云底高2300英尺(690米)；气温为25℃，露点温度为21℃；修正海压为1006百帕；天气没有明显变化。",19,2024,13.0,127.602222,42.066944,Changbaishan Airport,121.805,31.1434,机长,低风险
93901,2024-07-24,6228,2024-07-24 13:58:00,2024-07-24 16:07:00,B-324Z,A320-NEO,A320,0x107D,13.0队,I,NBS,ZYBS,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-24 17:00；120度的风8米/秒；能见度高于10公里；多云，云底高2000英尺(600米)；气温为31℃，露点温度为27℃；修正海压为1000百帕；天气没有明显变化。",16L,2024,16.0,121.805,31.1434,Shanghai Pudong International Airport,127.602222,42.066944,机长,低风险
93902,2024-07-24,531,2024-07-24 18:23:00,2024-07-24 19:50:00,B-304C,A320-NEO,A320,0x107D,13.0队,I,PVG,ZSPD,FUK,RJFF,"例行天气报告：福冈(RJFF, FUK)机场；北京时间2024-07-24 20:30；330度的风4节(3米/秒)，风向在280度至30度间变化；天空状况良好；气温为29℃，露点温度为25℃；修正海压为1007百帕。",16,2024,19.0,130.4510040283200,33.585899353027300,Fukuoka Airport,121.805,31.1434,机长,高风险
93903,2024-07-25,532,2024-07-25 08:38:00,2024-07-25 10:00:00,B-304C,A320-NEO,A320,0x107D,13.0队,I,FUK,RJFF,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-25 10:30；120度的风9米/秒；能见度高于10公里；少云，云底高1600英尺(480米)；气温为31℃，露点温度为27℃；修正海压为999百帕；天气没有明显变化。",16L,2024,10.0,121.805,31.1434,Shanghai Pudong International Airport,130.4510040283200,33.585899353027300,机长,低风险
93904,2024-07-25,5087,2024-07-25 13:53:00,2024-07-25 16:09:00,B-320N,A320-NEO,A320,0x107D,13.0队,I,PVG,ZSPD,FUK,RJFF,"例行天气报告：福冈(RJFF, FUK)机场；北京时间2024-07-25 17:00；160度的风6节(4米/秒)，风向在130度至200度间变化；能见度高于10公里；微量的云，云底高3000英尺(900米)、少云，云底高不明；气温为30℃，露点温度为26℃；修正海压为1007百帕；天气没有明显变化。",16,2024,16.0,130.4510040283200,33.585899353027300,Fukuoka Airport,121.805,31.1434,机长,低风险
93905,2024-07-25,5088,2024-07-25 17:38:00,2024-07-25 19:02:00,B-320N,A320-NEO,A320,0x107D,13.0队,I,FUK,RJFF,PVG,ZSPD,"例行天气报告：浦东(ZSPD, PVG)机场；北京时间2024-07-25 20:00；120度的风6米/秒，风向在80度至140度间变化；能见度高于10公里；多云，云底高1300英尺(390米)；气温为29℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",16L,2024,19.0,121.805,31.1434,Shanghai Pudong International Airport,130.4510040283200,33.585899353027300,机长,低风险
94727,2024-07-25,2992,2024-07-25 15:07:00,2024-07-25 16:29:00,B-6757,A320,A320,0x108,74.0队,F,DLC,ZYTL,NKG,ZSNJ,"例行天气报告：南京(ZSNJ, NKG)机场；北京时间2024-07-25 17:00；110度的风7米/秒；能见度高于10公里；微量的云，云底高4000英尺(1200米)；气温为34℃，露点温度为25℃；修正海压为995百帕；天气没有明显变化。",7,2024,16.0,118.865949,31.735032,Nanjing Lukou International Airport,121.538477,38.965719,第一副驾驶,低风险
98349,2024-07-23,5172,2024-07-23 10:04:00,2024-07-23 11:24:00,B-6636,A320,A320,0x108D,92.0队,B,PKX,ZBAD,HFE,ZSOF,"例行天气报告：合肥(ZSOF, HFE)机场；北京时间2024-07-23 12:00；210度的风3米/秒，风向在140度至250度间变化；天空状况良好；气温为38℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",15,2024,11.0,116.9769,31.98779,Hefei Xinqiao International Airport,116.41092,39.509945,第一副驾驶,低风险
98350,2024-07-23,6402,2024-07-23 21:21:00,2024-07-23 23:12:00,B-9941,A320,A320,0x108D,92.0队,B,INC,ZLIC,HFE,ZSOF,"例行天气报告：合肥(ZSOF, HFE)机场；北京时间2024-07-24 00:00；150度的风2米/秒；天空状况良好；气温为32℃，露点温度为27℃；修正海压为999百帕；天气没有明显变化。",15,2024,23.0,116.9769,31.98779,Hefei Xinqiao International Airport,106.393214,38.322758,第一副驾驶,低风险
99679,2024-07-25,6511,2024-07-26 10:15:00,2024-07-26 11:00:00,B-8390,A319,A320,0x108E,122.0队,C,HTT,ZLHX,DNH,ZLDH,"例行天气报告：敦煌(ZLDH, DNH)机场；北京时间2024-07-26 12:00；70度的风6米/秒，风向在30度至100度间变化；天空状况良好；气温为33℃，露点温度为4℃；修正海压为1004百帕；天气没有明显变化。",8,2024,11.0,94.809196,40.161098,Dunhuang Mogao International Airport,90.837843,38.201645,教员,低风险
101027,2024-07-23,6753,2024-07-24 07:00:00,2024-07-24 08:14:00,B-30DK,A320-NEO,A320,0x108F,43.0队,I,SHA,ZSSS,JJN,ZSQZ,"例行天气报告：泉州(ZSQZ, JJN)机场；北京时间2024-07-24 09:00；360度的风6米/秒，风向在320度至30度间变化；天空状况良好；气温为33℃，露点温度为22℃；修正海压为995百帕；天气没有明显变化。",3,2024,8.0,118.588883,24.796587,Quanzhou Jinjiang International Airport,121.33426,31.198104,机长,低风险
101028,2024-07-24,6754,2024-07-24 09:16:00,2024-07-24 10:34:00,B-30DK,A320-NEO,A320,0x108F,43.0队,I,JJN,ZSQZ,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-24 11:30；160度的风7米/秒，风向在130度至190度间变化；能见度高于10公里；微量的云，云底高3300英尺(990米)；气温为35℃，露点温度为25℃；修正海压为1001百帕；天气没有明显变化。",18L,2024,10.0,121.33426,31.198104,Shanghai Hongqiao International Airport,118.588883,24.796587,机长,低风险
101029,2024-07-24,5691,2024-07-24 16:02:00,2024-07-24 18:48:00,B-6643,A321,A320,0x108F,43.0队,I,SHA,ZSSS,INC,ZLIC,"例行天气报告：银川(ZLIC, INC)机场；北京时间2024-07-24 20:00；200度的风2米/秒；天空状况良好；气温为28℃，露点温度为13℃；修正海压为1006百帕；天气没有明显变化。",21,2024,18.0,106.393214,38.322758,Yinchuan Hedong International Airport,121.33426,31.198104,机长,低风险
101030,2024-07-25,5307,2024-07-25 14:53:00,2024-07-25 16:48:00,B-303F,A320-NEO,A320,0x108F,43.0队,I,SHA,ZSSS,CAN,ZGGG,"例行天气报告：广州(ZGGG, CAN)机场；北京时间2024-07-25 17:30；260度的风6米/秒，风向在220度至280度间变化；能见度高于10公里；少云，云底高5600英尺(1680米)；气温为38℃，露点温度为26℃；修正海压为988百帕；天气没有明显变化。",20L,2024,16.0,113.299004,23.392401,Guangzhou Baiyun International Airport,121.33426,31.198104,机长,低风险
101031,2024-07-25,5314,2024-07-25 19:31:00,2024-07-25 21:23:00,B-303F,A320-NEO,A320,0x108F,43.0队,I,CAN,ZGGG,SHA,ZSSS,"例行天气报告：虹桥(ZSSS, SHA)机场；北京时间2024-07-25 22:00；130度的风6米/秒；能见度高于10公里；多云，云底高2000英尺(600米)；气温为30℃，露点温度为26℃；修正海压为999百帕；天气没有明显变化。",18L,2024,21.0,121.33426,31.198104,Shanghai Hongqiao International Airport,113.299004,23.392401,机长,低风险
103901,2024-07-23,9803,2024-07-23 12:23:00,2024-07-23 14:22:00,B-32CW,A320-NEO,A320,0x1095,123.0队,C,PVG,ZSPD,XIY,ZLXY,"例行天气报告：西安(ZLXY, XIY)机场；北京时间2024-07-23 15:00；90度的风3米/秒；天空状况良好；气温为30℃，露点温度为26℃；修正海压为1000百帕；天气没有明显变化。",05R,2024,14.0,108.751999,34.447102,Xi'an Xianyang International Airport,121.805,31.1434,机长,低风险
103902,2024-07-24,2209,2024-07-24 08:48:00,2024-07-24 11:21:00,B-9971,A321,A320,0x1095,123.0队,C,XIY,ZLXY,SWA,ZGOW,"例行天气报告：揭阳(ZGOW, SWA)机场；北京时间2024-07-24 12:00；260度的风3米/秒，风向在220度至330度间变化；能见度高于10公里；微量的云，云底高3300英尺(990米)；气温为35℃，露点温度为27℃；修正海压为995百帕；天气没有明显变化。",22,2024,11.0,116.5033,23.552,Jieyang Chaoshan International Airport,108.751999,34.447102,机长,低风险
